file,offset,f_in,f_out,cents_in,within_semitone,shift_cents,toward_grid,disagreement
synth_0000,0,540.3555994239193,545.0365810241666,355.6867328597109,55.6867328597109,14.932713020285286,14.932713020285286,1907.6716651109368
synth_0000,10,543.4858253795265,550.5379235426998,365.6866621829382,65.68666218293822,22.319445205386614,22.319445205386614,1203.5405553046146
synth_0000,20,546.6342363374765,551.7394988173519,375.6867559294824,75.68675592948239,16.093734948436634,16.093734948436634,1910.4936355782027
synth_0000,30,549.7997819528621,553.3033256611748,385.683373124711,85.68337312471101,10.99711262444856,10.99711262444856,1202.4977135946087
synth_0000,40,552.9858928792287,554.9866262402273,395.6869834239687,95.68698342396868,6.252396016544631,6.252396016544631,1201.9330267302437
synth_0000,50,556.1903961608291,555.928667086995,405.6903718513355,5.690371851335499,-0.8148665149115637,0.8148665149115637,1201.466894209799
synth_0000,60,559.4112280096305,557.8190608826208,415.6868242312758,15.686824231275807,-4.934373576344865,4.934373576344865,1900.6528717355707
synth_0000,70,562.649638977317,558.4714285324563,425.679977123239,25.679977123238984,-12.904036655952876,12.904036655952876,1899.8654085634496
synth_0000,80,565.9108012521431,561.3194787429028,435.68537990556194,35.685379905561945,-14.103059430178918,14.103059430178918,2268.915128024422
synth_0000,90,569.1918554105836,561.8958526148068,445.69379361614205,45.693793616142045,-22.334720043185403,22.334720043185403,1200.5276285435434
synth_0001,0,472.5123636015571,472.39014951814966,123.41826618826295,23.418266188262947,-0.44783706406236146,0.44783706406236146,1907.278882385268
synth_0001,10,475.249594089529,474.9124676396255,133.41824510305648,33.41824510305648,-1.228516348765737,1.228516348765737,2287.4396137130802
synth_0001,20,478.0027164572665,476.81856495263617,143.41835186184574,43.418351861845736,-4.294090412535421,4.294090412535421,1901.043560526783
synth_0001,30,480.7713194383626,478.98876188204684,153.41677253718018,53.41677253718018,-6.430831922361684,-6.430831922361684,1197.4576902619094
synth_0001,40,483.55730329948335,483.8613926863624,163.42000883208112,63.42000883208112,1.0883600245635952,1.0883600245635952,1199.6741481131642
synth_0001,50,486.35799104044,491.45886934221346,173.4181179088429,73.4181179088429,18.062470917221937,18.062470917221937,842.9385186659638
synth_0001,60,489.17407893439804,493.05743327958686,183.41332142809554,83.41332142809554,13.68929872992353,13.68929872992353,845.1639902036748
synth_0001,70,492.0093465417093,494.51344167146544,193.41863818065497,93.41863818065497,8.788816868830246,8.788816868830246,1199.7119664033717
synth_0001,80,494.86087233792,495.4639536592866,203.4233423343343,3.4233423343343077,2.10855068874854,-2.10855068874854,1904.7478308815478
synth_0001,90,497.7262057820031,497.3341977276445,213.4185895200082,13.418589520008197,-1.3640533256664664,1.3640533256664664,1199.1593479892963
synth_0002,0,321.6746051952758,321.83876819119854,-542.2817732811714,57.718226718828646,0.8832903434711941,0.8832903434711941,1198.3088114845325
synth_0002,10,323.53803850990306,325.3974203917608,-532.2818199215748,67.71818007842523,9.920968223245252,9.920968223245252,1202.9097321050358
synth_0002,20,325.41220724999397,327.5579396192971,-522.2821819572283,77.71781804277168,11.378095391182546,11.378095391182546,1201.1064010907735
synth_0002,30,327.2975133058399,328.58499630979645,-512.281058912796,87.71894108720403,6.796757785970487,6.796757785970487,1200.8233894732577
synth_0002,40,329.1931162676224,329.55415401314616,-502.28322691434846,97.71677308565154,1.8976652468416513,1.8976652468416513,0.0
synth_0002,50,331.10053231423564,330.83651481730084,-492.2810322903657,7.718967709634285,-1.3810259040849104,1.3810259040849104,1200.5127497768842
synth_0002,60,333.01844383299607,331.92268975638734,-482.28173073674134,17.718269263258662,-5.7057937557212846,5.7057937557212846,0.0
synth_0002,70,334.94753224121035,332.66986519689493,-472.2820812317099,27.717918768290076,-11.812724034254552,11.812724034254552,1199.9601300944457
synth_0002,80,336.88813922015686,334.4269980722013,-462.28066462250547,37.71933537749453,-12.693979943882914,12.693979943882914,1894.5169365214188
synth_0002,90,338.8391082971316,336.4111773251156,-452.28375094949223,47.71624905050777,-12.449709303829641,12.449709303829641,1892.5857585498215
synth_0003,0,251.14769945016033,250.41556277583763,-970.7609567739382,29.239043226061767,-5.054201273739295,5.054201273739295,1196.4307061941968
synth_0003,10,252.60258384236388,252.12817144673573,-960.760952867655,39.239047132345036,-3.254484201229551,3.254484201229551,1199.4074891471603
synth_0003,20,254.06591444835746,254.98782984477253,-950.7608252787716,49.23917472122844,6.27066626056234,-6.27066626056234,1909.1030305548998
synth_0003,30,255.53766030852614,257.1071869785765,-940.7611166630029,59.238883336997105,10.600814644024513,10.600814644024513,1204.9058406028878
synth_0003,40,257.01806293960476,258.58151056669453,-930.7605237448258,69.23947625517417,10.499240887310473,10.499240887310473,1912.2314880347233
synth_0003,50,258.5067676734655,259.83408232797734,-920.7617677767461,79.23823222325393,8.8663563610384,8.8663563610384,1204.3074979755431
synth_0003,60,260.00451217670167,260.637605232705,-910.7602361102212,89.23976388977883,4.210311683733126,4.210311683733126,1201.7958238537012
synth_0003,70,261.5104801408248,261.6747384708204,-900.7617114213136,99.23828857868637,1.087070555354035,1.087070555354035,1200.8884397664688
synth_0003,80,263.0256855107692,262.7798102281678,-890.759798890541,9.240201109459008,-1.6191070482879881,1.6191070482879881,0.0
synth_0003,90,264.5491325010648,263.78742462404443,-880.7614041897683,19.238595810231686,-4.991876893637323,4.991876893637323,1198.2150129513348
synth_0004,0,837.5796362995485,837.3397981346139,1114.4674120122468,14.467412012246768,-0.49580414639886644,0.49580414639886644,578.3522411356465
synth_0004,10,842.4316637587327,839.8178191548295,1124.4673667734705,24.46736677347053,-5.379915957555935,5.379915957555935,583.1307607981365
synth_0004,20,847.311825390487,841.1379969374209,1134.4673762741947,34.46737627419475,-12.660594972518936,12.660594972518936,1198.168166216621
synth_0004,30,852.2202227176468,842.965939995751,1144.4673150396486,44.46731503964861,-18.902335166389463,18.902335166389463,591.3132931598473
synth_0004,40,857.1577910498154,850.4477195680018,1154.468742601328,54.468742601327904,-13.60591066379825,-13.60591066379825,1197.7503796662945
synth_0004,50,862.1181827576513,851.0097942861854,1164.4585557325106,64.4585557325106,-22.451901022195244,-22.451901022195244,1243.1627847485588
synth_0004,60,867.1160109063725,875.563400632052,1174.4657998480425,74.46579984804248,16.78395138685913,16.78395138685913,1201.258024041784
synth_0004,70,872.1440466010247,878.0446579003111,1184.4754942654213,84.47549426542128,11.673458832888802,11.673458832888802,1201.451884440509
synth_0004,80,877.1993753339667,880.4058977802636,1194.4815130781685,94.48151307816852,6.31683015729952,6.31683015729952,1200.8450393941043
